	Primary English Name	Secondary English Names	Primary Hebrew Name	Secondary Hebrew Names	Birth Year 	Birth Place	Death Year	Death Place	Halachic Era	English Biography	Hebrew Biography	English Wikipedia Link	Hebrew Wikipedia Link	Jewish Encyclopedia Link	Brill Online Reference Words (Encyclopedia of Jewish in the Islamic, Encyclopedia of the Hebrew Language, Encyclopedia of Judaism)
12	Rivan	Yehudah ben Natan	"ריב""ן"	רבי יהודה בן נתן	1080.0		1140.0		Rishonim	Yehudah ben Natan (Rivan) was a French rabbi, Talmudic commentator and one of the early Baa'lei HaTosafot. He was a son-in-law of Rashi and in certain ways extended his work. He is quoted in many places throughout the Tosafot.	"יהודה בן נתן (ריב""ן) היה רב ופרשן תלמוד צרפתי ואחד מבעלי התוספות המוקדמים. היה אחד מחתניו של רש""י ובמידה מסוימת הרחיב את עבודתו של רש""י. הוא מצוטט במקומות רבים בתוספות."	https://en.wikipedia.org/wiki/Judah_ben_Nathan	https://he.wikipedia.org/wiki/%D7%99%D7%94%D7%95%D7%93%D7%94_%D7%91%D7%9F_%D7%A0%D7%AA%D7%9F	http://www.jewishencyclopedia.com/articles/14457-tosafot#anchor43	
13	Ra'avan	Eliezer ben Natan	"ראב""ן"	רבי אליער בן נתן	1090.0		1170.0		Rishonim	Eliezer ben Natan (Ra'avan) was a German rabbi, posek and commentator. His contemporaries and successors refer to him as an authoritative transmitter and decisor of Jewish tradition and practice. Among his descendants and relatives were some of the great rabbinic figures of the next generations. He was one of the first Ashkenazic scholars to quote extensively from the Talmudic commentary of Rabbeynu Chananel. He was also the first German scholar to pen commentaries on piyyut (liturgical poetry). 	"אליעזר בן נתן (ראב""ן) היה רב, פוסק ופרשן גרמני. בני דורו וממשיכי דרכו ראו בו כבעל סמכות למסור ולפסוק הלכה. מבין צאצאיו וקרוביו אפשר למצוא חכמים גדולים. היה אחד מהחכמים האשכנזים הראשונים שציטטו בצורה מקיפה מפירושו של רבנו חננאל לתלמוד. היה גם החכם הגרמני הראשון שכתב פירושים על פיוטים."	https://en.wikipedia.org/wiki/Eliezer_ben_Nathan	https://he.wikipedia.org/wiki/%D7%90%D7%9C%D7%99%D7%A2%D7%96%D7%A8_%D7%91%D7%9F_%D7%A0%D7%AA%D7%9F	http://www.jewishencyclopedia.com/articles/14457-tosafot#anchor43	
14	Ra'avyah	Eliezer ben Yoel Ha-Levi	"ראבי""ה"	רבי אליעזר בן יואל הלוי	1140.0		1225.0		Rishonim	Eliezer ben Yoel Halevi (Ra'avyah) was a German rabbi, posek and Talmudic scholar. Wandering between communities in Germany and France, he refused to serve in a formal rabbinic position until poverty compelled him to accept a rabbinic position in Cologne, where he became famous.  His halachic works were considered authoritative and indispensable to his and subsequent generations. His brother's martyrdom caused him to grieve so intensely that his vision was impaired, and he dictated his later works to students. He was also active as as one of the Ba'alei HaTosafot.	"אליעזר בן יואל הלוי (ראבי""ה) היה רב, פוסק ואיש תלמוד גרמני. נדד בין קהילות בגרמניה וצרפת וסירב לשרת במשרת רב רשמית עד שהתרושש ונאלץ לעבוד כרב בקולון, ושם התפרסם שמו. חיבוריו ההלכתיים נחשבים בעלי סמכות והכרחיים לדורו ולדורות שאחריו. מותו של אחיו על קידוש השם גרם לו להתאבל בצורה כה חריפה עד שראייתו נפגמה, והוא הקדיש את חיבוריו המאוחרים יותר לתלמידיו. היה פעיל גם כאחד מבעלי התוספות."	https://en.wikipedia.org/wiki/Eliezer_ben_Joel_HaLevi	https://he.wikipedia.org/wiki/%D7%90%D7%9C%D7%99%D7%A2%D7%96%D7%A8_%D7%91%D7%9F_%D7%99%D7%95%D7%90%D7%9C	http://www.jewishencyclopedia.com/articles/14457-tosafot#anchor43	
15	Rabbenu Tam	Yaakov ben Meir	רבנו תם	יעקב בן מאיר	1100.0		1171.0		Rishonim	Yaakov ben Meir (Rabbenu Tam) was a French rabbi, halachic authority, liturgical poet and one of the greatest of the Ba'alei HaTosafot. His renown extended from his native France and Germany to Spain and beyond. In his Tosafot commentary, he often disagrees with the opinion of his grandfather, Rashi. The best known of these disagreements is in regard to the order of the passages contained in the head-worn tefillin, and it continues to impact daily Jewish practice to this day. He narrowly escaped death at the hands of Crusaders. He befriended Ibn Ezra during the latter's stay in France, and they maintained a subsequent correspondence.	"יעקב בן מאיר (רבנו תם) היה רב צרפתי, סמכות הלכתית, פייטן, ואחד מבעלי התוספות. היה ידוע מצרפת וגרמניה עד ספרד ומעבר. המחלוקת שלו עם סבו, רש""י, לגבי סדר הפרשיות בתפילין של ראש ממשיכה עד היום להשפיע על הנוהג בקרב יהודים. הוא נמלט ברגע האחרון ממוות בידי הצלבנים. התיידד עם אבן עזרא בזמן שהותו של אבן עזרא בצרפת, והם המשיכו לשמור על קשר לאחר מכן."	https://en.wikipedia.org/wiki/Rabbeinu_Tam	https://he.wikipedia.org/wiki/%D7%A8%D7%91%D7%A0%D7%95_%D7%AA%D7%9D	http://www.jewishencyclopedia.com/articles/8436-jacob-ben-meir-tam	
16	Ran	Nissim of Gerona, Nissim ben Reuven	"ר""ן"	ניסים בן ראובן	1320.0	Barcelona, Spain	1376.0		Rishonim	Rabbi Nissim ben Reuven (Ran) was a Spanish rabbi, Talmudic commentary and philosopher and the pre-eminent Spanish halachic authority of his generation. His commentaries to the Talmud and to Hilchot HaRif are main elements of yeshiva curriculum to this day. He was responsible for the establishment of the yeshiva and beit din in Barcelona. Like his predecessor, Rashba, Ran's renown extended to Jewish communities well beyond Spain, who addressed their questions to him and sought his guidance. He was not inclined toward Kabbalah, but tended toward a more philosophical bent in his great ethical work, Derashot HaRan.	"רבי ניסים בן ראובן (ר""ן) היה רב, פרשן תלמוד והוגה דעות ספרדי, וכן סמכות הלכתית חשובה לבני דורו. פירושיו לתלמוד ולהלכות הרי""ף מהווים עד היום יסודות מרכזיים בתכנית הלימודים של הישיבה. היה אחראי להקמת הישיבה ובית הדין בברצלונה. כמו קודמו, רשב""א, שמו של הר""ן הגיע לקהילות יהודיות הרבה מעבר לספרד, שהפנו אליו שאלות ורצו את הנהגתו. לא הייתה לו נטייה לקבלה, אבל הוא כן נטה לגישה פילוסופית בחיבורו על מוסר ""דרשות הר""ן""."	https://en.wikipedia.org/wiki/Nissim_of_Gerona	https://he.wikipedia.org/wiki/%D7%A8%22%D7%9F	http://www.jewishencyclopedia.com/articles/12560-ran	
17	Ra'ah	Aharon Ha-levi	"רא""ה"	אהרן הלוי	1235.0	Girona, Spain	1290.0		Rishonim	Rabbi Aharon HaLevi (Ra'ah) was a Spanish rabbi, Talmudic commentator, posek and critic of Rashba's Torat HaBayit. He was born in Gerona, Spain to a long line of rabbis reaching back to the Baal HaMaor.  He studied with his father, Rabbi Joseph HaLevi, as well as with Ramban. Although he was originally ascribed authorship of Sefer HaChinukh, this attribution has been undermined and, of late, refuted. 	"הרב אהרן הלוי (רא""ה) היה רב, פרשן תלמוד ופוסק ספרדי, והוא כתב הערות על חיבורו של רשב""א – תורת הבית. נולד בגירונה, ספרד, לשושלת ארוכה של רבנים, כולל בעל המאור. הוא למד עם אביו, רבי יוסף הלוי, וכן עם רמב""ן. אף על פי שספר החינוך מיוחס לו, השערה זו הופרכה לאחרונה."	https://en.wikipedia.org/wiki/Aharon_HaLevi	https://he.wikipedia.org/wiki/%D7%A8%D7%90%22%D7%94	http://www.jewishencyclopedia.com/articles/63-aaron-ha-levi-of-barcelona	
18	Ritva	Yom Tov ben Avraham Isbilli	"ריטב""א"	יום טוב בן אברהם  אשבילי	1250.0	Seville, Spain	1320.0		Rishonim	Rabbi Yom Tov ben Avraham Isbilli (Ritva) was a Spanish rabbi and Talmudic commentator. His commentaries to many tractates of the Talmud are a mainstay of yeshiva study to this day. Some see in the surname 'Isbili' an indication that he was born in Seville in southern Spain, but this is in doubt as his grandfather was also known by this surname. He was a leading student of Re'ah and Rashba. In addition to his Talmudic studies, he also devoted significant time and energy to the study of Rambam's Moreh Nevuchim and other philosophical works. He served as rabbi of Saragossa, where he established a beit din and yeshiva.	"הרב יום טוב בן אברהם אשבילי (ריטב""א) היה רב ופרשן תלמוד ספרדי. הפירושים שלו למסכתות רבות בתלמוד מהווים אבני יסוד עד היום בישיבות. יש הרואים בשמו 'אלאשבילי' רמז לכך שהוא נולד בסביליה בדרום ספרד, אבל זה מוטל בספק כי גם אבי אביו היה מכונה בשם זו. הוא היה תלמיד מצטיין של הרא""ה והרשב""א. בנוסף לתלמוד הוא הקדיש זמן ואנרגיה ללמוד את ה""מורה נבוכים"" של הרמב""ם וחיבורים הגותיים אחרים. עבד כרב בסרגוסה ושם הקים בית דין וישיבה."	https://en.wikipedia.org/wiki/Yom_Tov_Asevilli	https://he.wikipedia.org/wiki/%D7%A8%D7%99%D7%98%D7%91%22%D7%90	http://www.jewishencyclopedia.com/articles/15119-yom-tob-ben-abraham-ishbili	
20	Ra'avad	Raavad, Avraham ben David of Posquières	"ראב""ד"	אברהם בן דוד מפּוֹשְקְיֶרָה	1125.0		1198.0		Rishonim	Avraham ben David of Posquieres (Ra'avad) was a Provencal rabbi, Talmudic commentator, and mystic. His best-known works are his extensive critical comments on Rambam's Mishneh Torah which are published alongside the Rambam's text in almost every version. He also engaged in written disputes via commentary with his younger contemporary, R. Zerachiyah Halevi, in defence of the Rif's Halachot. He wrote talmudic commentaries which are quoted extensively by a number of Rishonim, but have been lost for the most part. It was from his circle that Kabbalah emerged in the 12th century, and the early prominent kabbalists cite his activity as central to that emergence.	"אברהם בן דוד מפושקיירה (ראב""ד) היה רב, פרשן תלמוד ומקובל מפרובנס. חיבוריו המפורסמים ביותר הם הערותיו המקיפות הביקורתיות על המשנה תורה לרמב""ם, שמודפסות לצד הטקסט של הרמב""ם כמעט בכל המהדורות. הוא השתתף גם במחלוקות בכתב עם בן דורו הצעיר ממנו, רבי זכריה הלוי, שבהן הגין על הלכות הרי""ף. הוא כתב פירושים לתלמוד שמצוטטים רבות בכתביהם של הראשונים, אך רובם אבדו. מתוך קהילתו צמחה הקבלה במאה ה-12, והמקובלים הראשונים מספרים שפעילותו הייתה מרכזית באותה צמיחה."	https://en.wikipedia.org/wiki/Abraham_ben_David	https://he.wikipedia.org/wiki/%D7%A8%D7%90%D7%91%22%D7%93	http://www.jewishencyclopedia.com/articles/420-abraham-ben-david-of-posquieres	
21	Rif	Isaac Alfasi	"רי""ף"	יצחק אלפסי	1013.0	Al Qal'a of Beni Hammad, Algeria	1103.0	Lucena, Spain	Rishonim	Yitzchak Alfasi, better known as the Rif, was a North African rabbi, Talmudic commentator, and posek. His most famous work is Hilchot HaRif, a digest of Talmudic discussions which omits the lengthy deliberations and focuses on the conclusions, followed by the Rif's decisions, which became widely authoritative and formed one of the pillars of the Shulchan Aruch. He is sometimes considered the last of the Geonim, due to the great authority and reverence he enjoyed. His teacher was Rabbenu Chananel, and among his students were R. Yehudah Halevi and R. Yosef (the Ri) Migash.	"יצחק אלפסי, הידוע כרי""ף, היה רב, פרשן תלמוד ופוסק צפון-אפריקאי. חיבורו המפורסם ביותר הוא הלכות הרי""ף, סיכום של דיונים תלמודיים ולאחריהם החלטות הרי""ף, שקיבלו תוקף בר סמכות ונעשו אחד מעמודי התווך של השולחן ערוך. לעתים הוא נחשב אחרון הגאונים עקב הסמכות והמורא שמהם נהנה. רבו היה רבנו חננאל, ומבין תלמידיו אפשר למצוא את רבי יהודה הלוי ואת רבי יוסף (הר""י) מיגאש."	https://en.wikipedia.org/wiki/Isaac_Alfasi	https://he.wikipedia.org/wiki/%D7%A8%D7%99%22%D7%A3	http://www.jewishencyclopedia.com/articles/12754-rif	
22	Natan ben Yehiel	HaAruch, Nathan of Rome	רבי נתן בן יחיאל	הערוך	1035.0	Rome, Italy	1110.0		Rishonim	Natan ben Yechiel of Rome was an Italian rabbi and lexicographer. His central work, the Aruch, was the first Talmudic dictionary and achieved a wide circulation soon after publication. He worked as a peddler of linen, until the opportunity came to devote himself entirely to Torah study. He travelled abroad to study with luminaries in Sicily and Narbonne, eventually returning to serve as head of the yeshiva in Rome.	נתן בן יחיאל מרומא היה רב ומילונאי איטלקי. עבודתו המרכזית, הערוך, הייתה המילון התלמודי הראשון, וזמן קצר לאחר פרסומו הוא התפשט ברחבי העולם היהודי. הוא עבד כסחור כלי מיטה עד שהגיעה ההזדמנות להקדיש את כל זמנו ללימוד תורה. הוא נסע כדי ללמוד עם חכמים גדולים בסיציליה ובנרבון, ולאחר זמן מה חזר כדי לשמש ראש הישיבה ברומא.	https://en.wikipedia.org/wiki/Nathan_ben_Jehiel	https://he.wikipedia.org/wiki/%D7%A0%D7%AA%D7%9F_%D7%9E%D7%A8%D7%95%D7%9E%D7%99	http://www.jewishencyclopedia.com/articles/11359-nathan-ben-jehiel	
23	Maharsha	Shmuel Eidels 	"מהרש""א"	שמואל אליעזר הלוי איידלס	1555.0	Krakow	1631.0	Ostroh	Achronim	Shmuel Eidels (Maharsha) was a Polish rabbi and Talmudist whose chiddushim (Talmudic novellae) on both halachic and aggadic passages are found in almost every edition of the Talmud. He was a child prodigy and initially rejected many marriage offers to devote himself entirely to Torah study. After marrying, he moved to Posen and established a yeshiva which was supported for twenty years by his mother-in-law, Eidel.  He adopted her name as his surname in gratitude for her unstinting support. He was an active participant in the Council of Four Lands.	"שמואל איידלס (מהרש""א) היה רב ואיש תלמוד פולני שחידש חידושים באגדה ובהלכה, אותם אפשר למצוא כמעט בכל מהדורה של התלמוד. היה ילד פלא ודחה בהתחלה הצעות שידוכין רבות כדי להקדיש את כל כולו ללימוד תורה. אחרי שנישא, עבר לפוזן והקים ישיבה, שנתמכה במשך עשרים שנה על ידי חותנתו, איידל. כאות הוקרה לתמיכתה הבלתי נלאית, הוא הפך את שמה לשם משפחתו. היה פעיל במועצת ארבע ארצות."	https://en.wikipedia.org/wiki/Maharsha	https://he.wikipedia.org/wiki/שמואל_אליעזר_הלוי_איידלס		
24	Chaim ibn Attar	Or HaChaim, Hayyim ibn Attar	חיים בן עטר	אור החיים	1696.0	Meknes, Morocco	1743.0	Jerusalem, Israel	Achronim	Chayyim Ibn Atar, better known as the Or Hachayyim after his most famous work, was a North African rabbi, Torah commentator, posek, and kabbalist. In 1733, he left his native Morocco for the Land of Israel. On the way, he passed through Italy, where the community of Livorno pressed him to stay. He founded a yeshiva and had a number of his works printed, which gained him renown in Europe as well has his native Morocco. He eventually moved on to the Land of Israel, where he made a great impression on his student, Chida. His eponymous Torah commentary, Or HaChayyim, is most original, blending Kabbalistic teachings with deeply insightful and original readings. He was held in especially high esteem by the early Chassidim.	"חיים בן עטר, הידוע כ""אור החיים"" אחרי היצירה המפורסמת שכתב בשם זה, היה רב, פרשן תורה, פוסק ומקובל צפון-אפריקאי. ב-1733 עזב את מרוקו מולדתו ונסע לארץ ישראל. בדרל עבר דרך איטליה, ושם קהילת ליבורנו לחצה עליו להישאר. הוא הקים ישיבה והוציא לאור כמה חיבורים, וכך התפרסם שמו באירופה ובמרוקו. כשהגיע לארץ ישראל עשה רושם על תלמידו, החיד""א. פירושו לתורה הקרוי על שמו, אור החיים, מקורי ומשלב רעיונות קבליים והגיגים עמוקים ומקוריים. חסידים ראשונים ראו בו דמות להערצה."	https://en.wikipedia.org/wiki/Chaim_ibn_Attar	https://he.wikipedia.org/wiki/%D7%97%D7%99%D7%99%D7%9D_%D7%91%D7%9F_%D7%A2%D7%98%D7%A8	http://www.jewishencyclopedia.com/articles/2096-attar-ibn	
25	Maharam of Rothenburg	Meir of Rothenburg	"מהר""ם מרוטנבורג"		1215.0	Worms	1293.0	Worms	Rishonim	Meir ben Baruch of Rothenburg (Maharam) was a German talmudist and liturgist, and one of the important Ba'alei HaTosafot. He also authored many responsa. His practices were carefully noted by his many disciples and had an unparalleled formative impact on subsequent Ashkenazic practice. Toward the end of his life, he was captured and held by German Christian authorities. His disciples raised the huge ransom demanded, but he refused to allow its payment, aware of the precedent it could set. He died in prison and was ransomed years later for Jewish burial. His most prominent disciple, Asher ben Yechiel (the Rosh), fled to Spain in the wake of what befell his teacher.	"מאיר בן ברוך מרוטנברג (מהר""ם) היה איש תלמוד ופייטן גרמני ואחד מחשובי בעלי התוספות. כתב גם שות""ים רבים. מנהגיו תועדו בדייקנות בידי תלמידיו והשפיעו עמוקות על מנהג אשכנז. בשנותיו האחרונות שבו אותו הסמכויות הגרמניות הנוצריות. תלמידיו גייסו סכום עתק כדי לפדות אותו, אך הוא סירב לכך, ביודעו מה תקדים כזה עלול לחולל. הוא נפטר בכלא ולאחר כמה שנים נפדה גופו כדי שיוכל להיקבר בקבורה יהודית. תלמידו המובהק ביותר, אשר בן יחיאל (הרא""ש) ברח לספרד לאחר מה שאירע לרבו."	https://en.wikipedia.org/wiki/Meir_of_Rothenburg	https://he.wikipedia.org/wiki/מהר%22ם_מרוטנבורג	http://www.jewishencyclopedia.com/articles/10581-meir-of-rothenburg-meir-b-baruch	
26	Rosh	Asher ben Jehiel, Rabbeinu Asher	"רא""ש"	אשר בן יחיאל	1250.0		1327.0	Toledo, Spain	Rishonim	"Asher ben Yehiel was a prominent Talmudic commentator, posek and one of the Ba'alei Hatosafot. He was born, lived and taught in Germany, fleeing with his family to Spain after the imprisonment and death of his teacher, Maharam of Rothenburg. He served as as leading authority in Spain alongside the Rashba. Due to the tremendous impact of his work, Hilchot HaRosh, his halachic authority was so widely regarded that he was one of three sages selected by R. Yosef Karo to serve as the ""Beit Din"" for his Beit Yosef and Shulchan Aruch."	"אשר בן יחיאל היה פרשן תלמוד חשוב, פוסק ואחד מבעלי התוספות. נולד ולימד בגרמניה, אך ברח עם משפחתו לספרד לאחר שרבו, המהר""ם מרוטנברג, נשבה ומת בשבי. שימש כסמכות מובילה בספרד לצדו של הרשב""א. עקב ההשפעה הרבה של חיבורו, הלכות הרא""ש, הסמכות ההלכתית שלו התקבלה בקרב רבים עד שרבי יוסף קארו בחר בו להיות אחד משלושת החכמים שירכיבו את בית הדין של ה""בית יוסף"" ושל ה""שולחן ערוך""."	https://en.wikipedia.org/wiki/Asher_ben_Jehiel	https://he.wikipedia.org/wiki/%D7%A8%D7%90%22%D7%A9	http://www.jewishencyclopedia.com/articles/1930-asher-ben-jehiel	
27	Jacob ben Asher	Ba'al HaTurim	יעקב בן אשר	בעל הטורים	1250.0	Toledo, Spain	1343.0	Chios, Greece	Rishonim	Jacob ben Asher was born in Germany but lived most of his life in Spain. He is most famous for having composed the great law code, Arba'ah Turim, upon which R. Yosef Karo based his Shulchan Aruch. He also composed a Torah commentary which remained in manuscript for centuries, a small extract of which, known as Ba'al HaTurim al HaTorah, was based primarily on gematria-based associations. These were lead-ins to the main body of his work, eventually published in full, which draws on the works of other commentators, particularly that of Ramban.	"רבי יעקב בן אשר נולד בגרמניה אך חי את רוב חייו בספרד. חיבורו המפורסם ביותר הוא ספרי ההלכה - ה""ארבעה טורים"", שעליו מבוסס חיבורו של רבי יוסף קארו, השולחן ערוך. חיבר אף פירוש לתורה, שנשאר ככתב יד למשך כמה מאות שנים. חלק קטן ממנו, הידוע כ""בעל הטורים על התורה"", מבוסס בעיקר על קשרי גימטריה. אלה הובילו לקורפוס העיקרי של עבודתו, שפורסמה בסופו של דבר באופן מלא, ועליו נשענים חיבורים של פרשנים אחרים, במיוחד זה של הרמב""ן."	https://en.wikipedia.org/wiki/Jacob_ben_Asher	https://he.wikipedia.org/wiki/%D7%99%D7%A2%D7%A7%D7%91_%D7%91%D7%9F_%D7%90%D7%A9%D7%A8	http://www.jewishencyclopedia.com/articles/8391-jacob-ben-asher	
28	Shabbetai ben Joseph Bass	Siftei Chakhamim	שבתי בס	שפתי חכמים	1641.0	Kalisz, Poland	1718.0	Krotoschin, Poland	Achronim	Shabbetai Bass was a Polish printer, publisher, bibliographer and author of Siftei Chakhamim, the most widely used supercommentary on Rashi's commentary to the Chumash and Megillot. His surname stems from his position as bass singer in the choir of the Altneuschul of Prague, where he went to learn Torah after his parent's martyrdom. He settled in Amsterdam in 1679 after extensive travels, where he learned the printer's craft. He subsequently settled in Breslau where he set up a successful publishing/printing establishment. He was a ground-breaking bibliographer whose classification system was unprecedented at his time. In his old-age, he was falsely charged with printing works considered blasphemous by Christian authorities.  As a result, he had to spend time in prison before eventually getting acquitted. His last years were devoted to revising his bibliographical work, but he died before he could complete the revision. 	"שבתי בס היה בעל בית דפוס, מוציא לאור וביבליוגרף פולני, וכן המחבר של ""שפתי חכמים"", הפירוש הנפוץ ביותר על פירושו של רש""י לתורה ולמגילות. שם משפחתו נובע מכך שהיה זמר בס במקהלה של אלטנוישול בפראג, שבו למד תורה אחרי שהוריו מתו על קידוש השם. התיישב באמסטרדם ב-1679 לאחר נסיעות מרובות ושם למד את מלאכת הדפוס. לאחר מכן התיישב בברסלב והקים שם בית דפוס והוצאה לאור. עבד כביבליוגרף פורץ דרך עם שיטת מיון חסרת תקדים. בערוב ימיו האשימו אותו הסמכויות הנוצריות האשמת שווא שהספרים שהוא מדפיס מכילים דברי כפירה. בעקבות זאת היה צריך לשבת בכלא אך בסופו של דבר שוחרר. שנותיו האחרונות הוקדשו לתיקון העבודה הביבליוגרפית שלו, אך הוא נפטר לפני שהספיק להשלים את התיקון."	https://en.wikipedia.org/wiki/Shabbethai_Bass	https://he.wikipedia.org/wiki/%D7%A9%D7%91%D7%AA%D7%99_%D7%9E%D7%A9%D7%95%D7%A8%D7%A8_%D7%91%D7%A1	http://www.jewishencyclopedia.com/articles/2635-bass-shabbethai-b-joseph	
30	Abarbanel	Avrabanel, Don Isaac, Abrabanel	אברבנאל	דון יצחק אברבנאל	1437.0	Lisbon, Portugal	1508.0	Venice	Achronim	Don Yitzchak Abarbanel, often referred to simply as Abarbanel, was a Bible commentator, philosopher, apologist, financier and statesman. Born in Portugal, he displayed a great mastery of both Jewish and secular learning from his youth. His precocious abilities in financial matters attracted the attention of King Alfonso V of Portugal, who appointed him royal treasurer. He used his great wealth and position to help free Jews sold into slavery in Morocco. When Alfonso died in 1483 and Abarbanel was falsely accused of conspiring against the king, he fled for his life to Toledo in Castille, leaving behind a large fortune which had been confiscated. There he devoted himself to composing his famous Biblical commentary. He also answered the call of Queen Isabella and contracted as supplier of the royal army and tax farmer, lending significant sums to help fund the Moorish war. When the Edict of Expulsion was issued, he strove mightily to have it rescinded, offering a fortune to the crown to no avail. He left with his brethren and settled in Naples. When that city was overtaken by the French, he again was forced to leave without his possessions, following his patron to Sicily, Corfu, and finally, to Venice. His apologetic works argued for the Jewish idea of the Mashiach, his exegetical works were unique in that they took social and political issues into consideration, and in his philosophical works he several criticizes many of his Jewish philosophical predecessors.	"דון יצחק אברבנאל, הידוע פשוט כאברבנאל, היה פרשן תנ""ך, פילוסוף, סנגור, כלכלן ומדינאי. נולד בפורטוגל, וכבר בנערותו הפגין שליטה מרשימה בלימודי יהדות ובלימודים כלליים. היכולות המפותחות שלו בעניינים כספיים הסבו את תשומת לבו של מלך אלפונסו החמישי של פורטוגל, והוא מינה את אברבנאל לתפקיד הגזבר המלכותי. אברבנאל השתמש בעושרו הגדול ובמעמדו כדי לסייע בשחרור יהודים שנמכרו לעבדות במרוקו. כאשר אלפונסו מת בשנת 1483 ואברבנאל הואשם באופן שקרי בקשירת קשר נגד המלך, הוא נמלט לטולדו בקסטיליה, והותיר אחריו עושר גדול, שהוחרם. שם הוא הקדיש את עצמו לחיבור הפרשנות המקראית המפורסמת שלו. הוא גם נענה לקריאתה של המלכה איזבלה והועסק כספק של הצבא המלכותי וחקלאי מס, והלווה סכומים משמעותיים כדי לעזור לממן את המלחמה המורית. כאשר צו הגירוש התפרסם, הוא חתר בכל כוחו לבטל אותו, והציע למלכות סכום גדול, ללא הועיל. הוא עזב עם בני עמו והתיישב בנאפולי. כשהצרפתים השתלטו על העיר, הוא שוב נאלץ לעזוב ללא חפציו, והלך אחרי פטרונו לסיציליה, קורפו, ולבסוף, לוונציה. חיבורי הסנגוריה שלו הציגו את רעיון היהודי של המשיח, העבודות הפרשניות שלו היו ייחודיות בכך שהם לקחו בחשבון את הנושאים החברתיים והפוליטיים, וביצירותיו הפילוסופיות הוא מטיח ביקורת על פילוסופים יהודים שקדמו לו."	https://en.wikipedia.org/wiki/Isaac_Abravanel	https://he.wikipedia.org/wiki/%D7%99%D7%A6%D7%97%D7%A7_%D7%90%D7%91%D7%A8%D7%91%D7%A0%D7%90%D7%9C	http://www.jewishencyclopedia.com/articles/631-abravanel-abarbanel	
